labnumber,Sbox,date,sd,Country,Site,SiteID,Source
S-583,68,1505,70,check GIS,EeRl-19,9286,CARD
I-9848,68,1930,70,check GIS,EeRk-4,9288,CARD
SFU-277,68,2090,70,check GIS,EeRj-101,9296,CARD
Beta-116172,68,5170,70,check GIS,EeRb-144,9301,CARD
S-757,69,550,70,check GIS,EeQw-6,9305,CARD
S-759,69,590,70,check GIS,EeQw-6,9305,CARD
Beta-23875,69,1010,70,check GIS,EeQw-30,9307,CARD
S-2568,71,335,70,check GIS,EeOc-5,9315,CARD
Beta-49757,81,2090,70,check GIS,EeBi-11,9316,CARD
Beta-66437,81,2240,70,check GIS,EeBi-11,9316,CARD
Beta-66439,81,2340,70,check GIS,EeBi-11,9316,CARD
Beta-49754,81,1420,70,check GIS,EeBi-36,9317,CARD
S-1581,68,2120,70,check GIS,EeRj-71,9321,CARD
S-1454,68,1220,70,check GIS,EeRj-55,9328,CARD
SFU-1001,68,1080,70,check GIS,EeRl-7,9332,CARD
SFU-1009,68,1590,70,check GIS,EeRl-7,9332,CARD
SFU-723,68,740,70,check GIS,EeRl-7,9332,CARD
S-640,71,1070,70,check GIS,EfOk-16,9352,CARD
S-3115,71,2790,70,check GIS,EgNr-2,9363,CARD
GaK-7346,68,1975,70,check GIS,EhRv-2,9393,CARD
WSU-3027,68,1165,70,check GIS,EhRv-2,9393,CARD
S-1262,81,6220,70,check GIS,EiBg-20,9430,CARD
S-3365,71,2900,70,check GIS,EiNs-4,9441,CARD
SI-2435,81,3410,70,check GIS,EiBf-6,9450,CARD
S-1592,67,3500,70,check GIS,FdSi-11,9452,CARD
S-1594,67,2370,70,check GIS,FdSi-11,9452,CARD
S-1998,67,480,70,check GIS,FdSi-11,9452,CARD
SI-2310,81,7440,70,check GIS,EjBe-18,9454,CARD
SI-2427,81,2115,70,check GIS,EjBe-19,9457,CARD
T-324,81,1130,70,check GIS,EjAv-1,9459,CARD
T-325,81,1080,70,check GIS,EjAv-1,9459,CARD
T-327,81,870,70,check GIS,EjAv-1,9459,CARD
T-364,81,1050,70,check GIS,EjAv-1,9459,CARD
T-393,81,890,70,check GIS,EjAv-1,9459,CARD
SI-2437,81,2960,70,check GIS,EjBe-24,9469,CARD
SI-2438,81,3500,70,check GIS,EjBe-24,9469,CARD
GaK-5327,68,505,70,check GIS,EkSa-32,9476,CARD
S-887,67,3350,70,check GIS,ElSx-1,9487,CARD
BGS-1331,66,1730,70,check GIS,FaTs-17,9517,CARD
BGS-1352,66,745,70,check GIS,FaTs-3,9519,CARD
BGS-1325,66,680,70,check GIS,FaTt-9,9537,CARD
BGS-1326,66,600,70,check GIS,FaTt-9,9537,CARD
WAT-1624,66,570,70,check GIS,FaTt-9,9537,CARD
WAT-1612,66,1120,70,check GIS,FaTt-28,9541,CARD
WAT-1645,66,1040,70,check GIS,FaTt-28,9541,CARD
WAT-1652,66,590,70,check GIS,FaTt-28,9541,CARD
WAT-1933,66,1180,70,check GIS,FaTt-28,9541,CARD
BGS-1334,66,900,70,check GIS,FaTs-31,9544,CARD
S-1952,72,1670,70,check GIS,FbMi-5,9553,CARD
S-2808,71,290,70,check GIS,FbNp-1,9564,CARD
S-2811,71,855,70,check GIS,FbNp-1,9564,CARD
CAMS-4111,66,5650,70,check GIS,FcTv-?,9590,CARD
CAMS-4112,66,5650,70,check GIS,FcTv-?,9590,CARD
S-721,67,1980,70,check GIS,FcTe-4,9591,CARD
Beta-48305,81,1840,70,check GIS,FfAw-1,9624,CARD
Beta-48306,81,1940,70,check GIS,FfAw-1,9624,CARD
TO-11020,71,3540,70,check GIS,FhNg-25,9643,CARD
TO-1026,69,7840,70,check GIS,FhQl-?,9644,CARD
SFU-71,67,2410,70,check GIS,GaTh-2,9664,CARD
TO-7016,67,2280,70,check GIS,GaTh-2,9664,CARD
GaK-4905,68,290,70,check GIS,FiRs-1,9665,CARD
Beta-25179,66,6150,70,check GIS,FjUb-10,9685,CARD
CAMS-16207,66,5000,70,check GIS,FjUb-10,9685,CARD
CAMS-16208,66,4390,70,check GIS,FjUb-10,9685,CARD
CAMS-19017,66,5370,70,check GIS,FjUb-10,9685,CARD
Beta-56248,81,1280,70,check GIS,FkBc-4,9695,CARD
CAMS-14435,66,3250,70,check GIS,FlUe-3,9705,CARD
QU-1410,79,400,70,check GIS,GaEj-1,9711,CARD
Beta-10356,79,1240,70,check GIS,GaEk-1,9718,CARD
QU-1408,79,560,70,check GIS,GaEl-1,9721,CARD
Beta-24734,66,2010,70,check GIS,GbTo-33,9751,CARD
Beta-10360,79,880,70,check GIS,GcEl-5,9804,CARD
Beta-52072,81,2620,70,check GIS,GcBi-12,9813,CARD
SI-2989,81,2975,70,check GIS,GfBw-4,9834,CARD
BGS-1475,102,3800,70,check GIS,GhGk-4,9857,CARD
SI-1795,105,1580,70,check GIS,GkCc-1,9877,CARD
SI-3787,91,1430,70,USA,AKPET067,9899,CARD
SI-3789,91,3635,70,USA,AKPET067,9899,CARD
SI-2525,105,3410,70,check GIS,HaCf-1,9901,CARD
Beta-19784,86,780,70,USA,AKSUT003,9943,CARD
SI-2153,105,2400,70,check GIS,HdCh-3,9950,CARD
S-1542,105,920,70,check GIS,HdDe-5,9957,CARD
Beta-77612,105,3790,70,check GIS,HeCk-5,9974,CARD
Beta-57125,105,3640,70,check GIS,HeCj-1,9977,CARD
Beta-71476,105,3340,70,check GIS,HeCj-1,9977,CARD
GaK-1260,98,1190,70,check GIS,HfLq-1,9980,CARD
SI-2157,105,1685,70,check GIS,HhCj-5,10002,CARD
Beta-75460,91,2110,70,USA,AKSUM025,10003,CARD
SI-5586,91,3555,70,USA,AKSIT120,10013,CARD
Beta-38957,91,1400,70,USA,AKSIT173,10020,CARD
GaK-6062,98,380,70,check GIS,HiLp-1,10022,CARD
S-780,98,3170,70,check GIS,HiLp-1,10022,CARD
Beta-25602,87,1310,70,USA,AKKOD145,10027,CARD
Beta-34281,87,1130,70,USA,AKKOD145,10027,CARD
Beta-23768,87,870,70,USA,AKKAR029,10030,CARD
Beta-8944,87,3050,70,USA,AKKAR048,10034,CARD
SI-2494,86,5055,70,USA,AKUGA006,10035,CARD
S-2175,95,660,70,check GIS,HkPa-14,10056,CARD
Beta-45942,87,3160,70,USA,AKKOD044,10060,CARD
Beta-45943,87,2380,70,USA,AKKOD044,10060,CARD
Beta-45944,87,910,70,USA,AKKOD044,10060,CARD
Beta-48044,87,2000,70,USA,AKKOD044,10060,CARD
Beta-75318,87,1890,70,USA,AKXMK056,10069,CARD
Beta-42073,87,620,70,USA,AKAFG005,10072,CARD
SI-4823,105,3710,70,check GIS,IbCp-20,10073,CARD
SI-2103,90,930,70,USA,AKJUN018,10074,CARD
Beta-2410,105,390,70,check GIS,IdCq-22,10091,CARD
Beta-3818,105,1690,70,check GIS,IdCq-22,10091,CARD
Beta-3819,105,1510,70,check GIS,IdCq-22,10091,CARD
Beta-9440,105,530,70,check GIS,IdCq-22,10091,CARD
SI-1858,86,1435,70,USA,AKXMK001,10092,CARD
SI-1855,86,1685,70,USA,AKNAK010,10095,CARD
WSU-3206,85,2000,70,USA,AKXHI001,10101,CARD
WSU-3212,85,1290,70,USA,AKXHI001,10101,CARD
WSU-3261,85,1115,70,USA,AKXHI001,10101,CARD
SI-1957,86,5015,70,USA,AKNAK018,10104,CARD
SI-3896,105,2515,70,check GIS,IhCw-1,10117,CARD
SI-3897,105,2495,70,check GIS,IhCw-1,10117,CARD
Beta-39479,87,1350,70,USA,AKSEL188,10124,CARD
Beta-67268,88,830,70,USA,AKXBS020,10130,CARD
S-1042,87,1750,70,USA,AKSEL030,10131,CARD
S-1055,87,1630,70,USA,AKSEL030,10131,CARD
S-1063,87,1705,70,USA,AKSEL033,10132,CARD
UGa-2344,87,1475,70,USA,AKSEL033,10132,CARD
Beta-33047,130,870,70,check GIS,JaDb-2,10142,CARD
SI-3866,130,1495,70,check GIS,JaDb-10,10144,CARD
SI-3890,130,1395,70,check GIS,JaDb-18,10145,CARD
SI-3888,130,1345,70,check GIS,JaDb-1,10146,CARD
Beta-57944,116,7160,70,check GIS,JcUr-3,10153,CARD
Beta-57946,116,6230,70,check GIS,JcUr-3,10153,CARD
GaK-2337,118,620,70,check GIS,JcRw-14,10159,CARD
Beta-23369,113,610,70,USA,AKCOR038,10179,CARD
Beta-6680,112,2050,70,USA,AKKEN043,10183,CARD
WSU-1888,112,1495,70,USA,AKKEN043,10183,CARD
WSU-2226,112,2180,70,USA,AKKEN043,10183,CARD
WSU-2227,112,2330,70,USA,AKKEN043,10183,CARD
Beta-85598,115,3480,70,check GIS,JeVb-15,10202,CARD
Beta-18573,113,460,70,USA,AKANC489,10218,CARD
Beta-64472,111,2220,70,USA,AKSLT067,10221,CARD
AECV-2016C,115,1760,70,check GIS,JgVu-2,10224,CARD
AECV-1947C,115,1820,70,check GIS,JgVu-3,10225,CARD
AECV-2020C,115,1560,70,check GIS,JgVu-3,10225,CARD
WAT-2936,115,2100,70,check GIS,JgVu-3,10225,CARD
WSU-1887,113,650,70,USA,AKANC054,10227,CARD
Beta-75866,114,7790,70,check GIS,KaVn-2,10253,CARD
S-1441,121,1040,70,check GIS,KeNi-4,10288,CARD
Beta-7687,113,3160,70,USA,AKTLM030,10290,CARD
Beta-27916,115,600,70,check GIS,KeVd-7,10294,CARD
GaK-1865,119,670,70,check GIS,KePl-1,10295,CARD
DIC-2252,113,300,70,USA,AKTLM022,10301,CARD
Beta-7693,113,1060,70,USA,AKTLM-?,10302,CARD
S-193,115,3100,70,check GIS,KfVd-2,10303,CARD
DIC-2253,113,740,70,USA,AKTLM059,10305,CARD
S-664,122,3085,70,check GIS,KjNb-6,10336,CARD
Beta-59592,113,1770,70,USA,AKHEA001,10340,CARD
S-1010,122,1420,70,check GIS,KkLn-4,10346,CARD
S-1021,122,1010,70,check GIS,KkLn-4,10346,CARD
Beta-11080,113,4400,70,USA,AKFAI091,10370,CARD
DIC-3064,114,3710,70,USA,AKXBD020,10371,CARD
S-3436,115,1630,70,check GIS,LaVk-14,10380,CARD
Beta-9252,113,2300,70,USA,AKFAI035,10399,CARD
Beta-97212,113,6850,70,USA,AKFAI001,10401,CARD
Beta-33766,132,470,70,USA,AKTEL104,10430,CARD
Beta-17958,133,290,70,USA,AKKTZ009,10447,CARD
Beta-28024,133,1300,70,USA,AKKTZ157,10448,CARD
Beta-28006,133,700,70,USA,AKKTZ087,10450,CARD
Beta-28008,133,790,70,USA,AKKTZ087,10450,CARD
Beta-28009,133,720,70,USA,AKKTZ087,10450,CARD
P-1026,134,4640,70,USA,AKAMR001,10480,CARD
P-1027,134,5110,70,USA,AKAMR001,10480,CARD
P-1030A,134,4340,70,USA,AKAMR001,10480,CARD
P-1031,134,4010,70,USA,AKAMR001,10480,CARD
P-1032,134,3940,70,USA,AKAMR001,10480,CARD
P-1072,134,4270,70,USA,AKAMR001,10480,CARD
P-981,134,5070,70,USA,AKAMR001,10480,CARD
P-982,134,5270,70,USA,AKAMR001,10480,CARD
P-987,134,3860,70,USA,AKAMR001,10480,CARD
P-988,134,3850,70,USA,AKAMR001,10480,CARD
P-998,134,3950,70,USA,AKAMR001,10480,CARD
WSU-2145,138,2010,70,check GIS,MjVg-1,10494,CARD
S-3362,139,820,70,check GIS,NbTj-9,10560,CARD
S-1835,138,1750,70,check GIS,NcVi-3,10573,CARD
TO-8538,142,3190,70,check GIS,NhPk-5,10618,CARD
TO-8535,142,3430,70,check GIS,NhPk-1,10623,CARD
TO-8533,142,3950,70,check GIS,NiPm-2,10633,CARD
TO-8534,142,4410,70,check GIS,NiPm-2,10633,CARD
S-3391,142,490,70,check GIS,NiPx-5,10634,CARD
TO-8539,142,2240,70,check GIS,NiPm-5,10638,CARD
Beta-80071,139,6140,70,check GIS,NiTs-4,10644,CARD
Beta-12406,185,4040,70,check GIS,QkHn-22,10867,CARD
Beta-36946,195,4200,70,check GIS,TgAt-1,10948,CARD
Beta-36447,194,3260,70,check GIS,TjFd-3,10953,CARD
Beta-7772,195,1830,70,check GIS,TkAt-4,10955,CARD
S-2423,195,4685,70,check GIS,TkAt-4,10955,CARD
S-1150,52,2760,70,check GIS,DdGt-9,8680,CARD
Beta-205761,7,1130,70,USA,CA-SBR-,1252,CARD
Beta-205763,7,710,70,USA,CA-SBR-,1252,CARD
Beta-205766,7,1610,70,USA,CA-SBR-,1252,CARD
BETA-75862,18,2390,70,USA,42UT635,4172,Erick
BETA-17656,29,420,70,USA,42BO120,5156,Erick
Beta-102315,27,3820,70,USA,35KL1500,6233,CARD
Beta-14577,24,2750,70,USA,15GP14,3269,CARD
Beta-41210,33,6215,70,USA,13LA152,5081,CARD
Beta-11490,38,2130,70,USA,ME,7159,CARD
Beta-26742,24,4000,70,USA,33AT521,3804,CARD
Beta-26744,24,2340,70,USA,33AT521,3804,CARD
Beta-4074,35,600,70,USA,20MB-?,6130,CARD
Beta-28601,27,740,70,USA,35JA189,6213,CARD
Beta-34379,27,970,70,USA,35JA189,6213,CARD
Beta-28756,27,310,70,USA,35JA190,6214,CARD
Beta-26975,27,1500,70,USA,35DO212,6702,CARD
Beta-49630,27,660,70,USA,35DO383,6729,CARD
Beta-58848,27,1010,70,USA,35DO383,6729,CARD
Beta-34384,27,1210,70,USA,35DO422,6740,CARD
Beta-50015,27,3220,70,USA,35CS114,6788,CARD
Beta-50016,27,2760,70,USA,35CS114,6788,CARD
Beta-60709,27,2870,70,USA,35CS114,6788,CARD
Beta-60713,27,2840,70,USA,35CS114,6788,CARD
Beta-17815,27,450,70,USA,35DO153,6812,CARD
Beta-49692,27,1050,70,USA,35HA1905,6853,CARD
Beta-17812,27,400,70,USA,35DO147,6881,CARD
Beta-61464,27,2630,70,USA,35DS557,6885,CARD
Beta-61370,27,2990,70,USA,35DS219,6917,CARD
Beta-14216,28,1870,70,USA,35GR148,7148,CARD
Beta-14219,28,2490,70,USA,35GR162,7150,CARD
Beta-50505,27,1050,70,USA,35JE51,7403,CARD
Beta-50506,27,3060,70,USA,35JE51,7403,CARD
Beta-57172,27,1780,70,USA,35JE51,7403,CARD
Beta-57178,27,1960,70,USA,35JE51,7403,CARD
Beta-58743,27,5170,70,USA,35JE51,7403,CARD
Beta-58937,27,770,70,USA,35JE51,7403,CARD
SI-5580,90,5500,70,USA,AKSIT170,10010,CARD
Beta-23767,87,450,70,USA,AKKAR029,10030,CARD
Beta-23770,87,1310,70,USA,AKKAR029,10030,CARD
WSU-2588,86,400,70,USA,AKXMK016,10093,CARD
WSU-3105,112,870,70,USA,AKKEN066,10184,CARD
Beta-7301,113,2690,70,USA,AKTLM030,10290,CARD
SI-762A,124,1025,70,check GIS,KkJg-1,10341,CARD
WIS-1706,33,4080,70,USA,47GT24,6194,CARD
WIS-1217,34,1540,70,USA,47DA3,6528,CARD
WIS-1243,34,1360,70,USA,47DA3,6528,CARD
Beta-65169,13,5910,70,USA,1Lu496,1282,CARD
TK-124,85,1390,70,USA,AKXPM026,9898,CARD
B-889,108,1000,70,USA,AKXSL002,10350,CARD
ISGS-3541,22,1210,70,USA,11C357,2981,CARD
ISGS-1539,22,1620,70,USA,11C383,3450,CARD
ISGS-1551,22,1400,70,USA,11C383,3450,CARD
ISGS-1870,22,1470,70,USA,11C383,3450,CARD
ISGS-1874,22,1610,70,USA,11C383,3450,CARD
ISGS-1540,22,1070,70,USA,11JY72,3451,CARD
ISGS-1586,22,840,70,USA,11JY72,3451,CARD
ISGS-1670,22,1270,70,USA,11JY72,3451,CARD
ISGS-2401,22,1150,70,USA,11JY249,3452,CARD
ISGS-2398,22,1090,70,USA,11JY151,3453,CARD
ISGS-3182,22,980,70,USA,11JY290,3454,CARD
ISGS-3183,22,1100,70,USA,11JY290,3454,CARD
ISGS-2397,22,1340,70,USA,11JY136,3476,CARD
ISGS-2400,22,1260,70,USA,11JY242,3478,CARD
ISGS-2391,22,1290,70,USA,11JY243,3479,CARD
ISGS-1401,22,1530,70,USA,11JY70,3639,CARD
ISGS-1402,22,1450,70,USA,11JY70,3639,CARD
ISGS-1405,22,1450,70,USA,11JY70,3639,CARD
ISGS-1408,22,1480,70,USA,11JY70,3639,CARD
ISGS-918,22,1390,70,USA,11JY70,3639,CARD
ISGS-1078,22,2040,70,USA,11GE-?,3654,CARD
ISGS-1136,22,6990,70,USA,11GE-?,3654,CARD
